Flow,Preci,Evatr,ShiftFac,FlowProb,PreciProb,EvatrProb
1834.9913471733241,1.6913069330093944,2.3390735423504143,1.0,0.8720342094352247,0.18449612572708585,0.582446144372551
54.03469842627429,2.1409557358526046,10.500827252226745,0.9985,0.022905521037704046,0.3051397251641623,0.9955092719209211
1747.931241067741,1.2224074176852542,4.429125524458664,0.997,0.8509695759963782,0.06880513010110789,0.8778935259085217
158.3444746886888,3.593374253309844,4.45418805377644,0.9955,0.10731716349881082,0.5565447602266491,0.8802969413586117
957.8387804086457,6.23100269143465,0.45674726428169493,0.994,0.5751298054189078,0.9681644730767027,0.1635380301258198
798.9458339044763,3.426600511848228,1.9634253506215358,0.9925,0.4290943931201132,0.5326175715303634,0.4442323473409404
91.08335377434895,2.167599761789402,2.024117827528346,0.991,0.04052301950846493,0.31337286869561853,0.48671275187762264
327.8454173815213,5.064799519948242,1.9208218262616485,0.9895,0.2376893865873213,0.8802741690891487,0.4399369008804468
1079.6421252956952,1.236336824488249,0.7535855529174326,0.988,0.6025346794943831,0.07613687917009915,0.21278574964825414
156.37890297833104,2.6029657701205773,2.302795575199288,0.9865,0.11269667273002537,0.38762991461927676,0.6088125723382654
721.2179826608416,5.178862957491478,2.8358352090849417,0.985,0.35933892540979295,0.9242811954762133,0.6811477243772244
890.1520140310307,4.862417947748198,1.0090391281889357,0.9835,0.5619144784784234,0.8451798959247641,0.32177261073880126
1648.6586058718292,4.957372098484979,0.0675957183561258,0.982,0.822260333590461,0.8642225650963946,0.11473284018920271
152.9262866620381,3.265267395918162,1.057261289118499,0.9805,0.09666771358079829,0.5092116610393613,0.3329334764742764
1116.4497444688566,5.300475191824129,9.175713870355374,0.979,0.6454029868212001,0.9373954991173865,0.987207877214465
2335.6899763210845,4.296526672871848,2.0482719918361636,0.9775,0.9741164160732823,0.753832202922327,0.4725515665491802
1117.7119894494276,4.72615831557234,1.4780906513586094,0.976,0.6585951074614649,0.8173087861018096,0.4086181535440163
337.6569842523059,2.4513052086756355,1.1152503761386485,0.9745,0.20797193721984653,0.3779252853667552,0.34813235669715414
1640.8929244905228,2.122695718218515,0.7512839352510837,0.973,0.8231383431752839,0.31734763652330766,0.2128478389400048
1108.7019978559113,4.664296631068098,0.9851589982839132,0.9715,0.6454117539243909,0.8036071588578055,0.31634046717223807
811.1160433227574,2.9460617042294577,10.355423652937443,0.97,0.4672719882972918,0.4574759226487435,0.9946168296692437
830.8776682424226,6.9179493314366844,-0.017137637895662586,0.9685,0.5169936809499629,0.9823783199857821,0.09227971926248713
364.8315036948064,3.876786086396424,2.318053007617102,0.967,0.26216418710724154,0.6126958313839057,0.6278562828049221
1158.6615375038973,4.697638907698803,-0.009992582025772438,0.9655,0.7079348235368847,0.8153639207793371,0.0570328829119684
964.1435361865391,2.9563599372300975,0.0021576585757657448,0.964,0.5824233329115258,0.4628468615201333,0.019029904012407783
326.919789502183,3.4080914928835826,2.1127260972434607,0.9625,0.2416861654394593,0.5531496012475947,0.5214712036365399
328.94969907354493,6.139681716226954,3.9698516528498895,0.961,0.2104057662201373,0.9667225551108816,0.8447143273720554
1848.6529512844827,1.563030139119603,4.449677583335592,0.9595,0.8852482764209066,0.1654542466664628,0.9062443949267267
2399.155555328706,1.5797177608031994,3.9357071746111485,0.958,0.9770159235116653,0.18596868527102517,0.8275320224804283
328.72267111194094,1.955561057331755,1.537907936786195,0.9565,0.24022993733049147,0.24608909951002822,0.4150343018874534
464.35100586179203,2.4036242774423338,0.007202306956082474,0.955,0.2938722996560341,0.3817703492263038,0.10252671160196924
1615.8306784157755,0.4149105259172547,3.9510198044920544,0.9535,0.8216803321535533,0.018976575801928686,0.8432496615916438
309.51375751967186,4.002142058315189,3.0476879670501904,0.952,0.2001223211492993,0.7084304046569136,0.7148076079013927
1129.990171948027,4.887872915439452,2.019097514802301,0.9505,0.6756841696134923,0.8680678621922935,0.45109769128832067
142.758590346441,3.9494324283783935,4.208343863186816,0.949,0.12838306681988776,0.6742497262013125,0.9282094629852169
329.5110030452512,2.061135825309314,3.908215361501527,0.9475,0.23183632817260347,0.3022413601071976,0.8007451099066241
1624.2499218946373,2.6758995553871037,1.0908681794655584,0.946,0.8417533341243664,0.4179642611255354,0.34511777626523377
312.276044018671,5.188517655666565,2.2227316718230474,0.9445,0.20742326999059113,0.9237617793490358,0.5399354575397173
384.5508681030367,5.12821481992302,1.1169448764544303,0.943,0.27827657532185723,0.898371032551599,0.3583547220015295
102.1850297780883,4.170248278372833,2.0450823536767353,0.9415,0.04632035419425051,0.7372694930992938,0.47841962382539815
2870.567917684671,1.996569711659997,0.15882530639590958,0.94,0.9951114957890519,0.2674733265937601,0.13418008676677817
772.5925641844019,3.9421572606469315,1.0620369924074091,0.9385,0.4247694115189957,0.6634706499131051,0.33729863869618715
1145.3649046180853,2.009792675279876,7.174789875635119,0.937,0.6908743058905094,0.2767583962858029,0.9735979941259705
184.62513113291263,4.51693951049436,3.8643768369380416,0.9355,0.16152495264600364,0.7934516249838304,0.7948179907569695
339.9906316118258,1.94730057643799,2.314161532701308,0.9339999999999999,0.24309090537894296,0.26161486114128985,0.5859013396491315
1142.6204323038673,2.032386597589657,4.445537844788236,0.9325,0.6859608713779568,0.29927286193107694,0.8836842904057156
690.33542778835,5.215493142312898,2.0190285331885374,0.931,0.36464916096372035,0.9301321613749729,0.4921752384215492
824.874415323264,2.5342972646075346,1.0224100195083252,0.9295,0.5018485816180964,0.4115858947854587,0.3275624567896034
681.0960145408378,1.8208332721841782,4.074996575415309,0.9279999999999999,0.3623001048598258,0.24267016670273578,0.8598580021474391
811.0091212026871,3.18553406722334,1.0552620318794477,0.9265,0.4867510190915856,0.5350832530615228,0.3368779590104951
1155.1357100392281,5.18331775483167,0.0031233093510170114,0.925,0.7421208765600422,0.9247086440622692,0.04143717021698712
700.7351978590716,0.40791689856241947,2.2587021297887104,0.9235,0.37156910720770653,0.02089148502815963,0.550737724049696
509.9719457098243,1.919371029714388,0.9842203622940235,0.9219999999999999,0.32664788040838233,0.2684890449700268,0.31834603795353167
845.2358722652848,7.469472631949979,0.20003062663596702,0.9205,0.5292539696004863,0.9925722544339903,0.14345854993388474
2787.332823857659,2.3722507344533414,3.8743766497790233,0.919,0.9920836784128542,0.40034781680761355,0.7953129932711827
862.0514685411981,4.385072654524012,0.8565614735613243,0.9175,0.59276787680493,0.789454747914303,0.2469961956103246
1000.4446169202434,2.185881225551687,0.3438067371304693,0.916,0.6317323057061148,0.3686170693048516,0.16206653531420567
373.84390486517225,1.2111316839327042,2.0192522720277526,0.9145,0.30172173420991255,0.09221123177692014,0.4985231058083113
1880.4519944020174,2.734534037000794,2.3373976030626173,0.913,0.8998366583248334,0.45891115211391287,0.6332276896227249
1876.9892288923957,3.908427979336597,2.306998720367588,0.9115,0.8979435345493894,0.6576415065035832,0.6025258513714298
1654.7178713675567,5.115183510626338,0.8793546139286178,0.91,0.857874907485557,0.8983634734473105,0.26854927215323343
1492.0796859934783,5.1589737151652395,3.123674671680631,0.9085,0.8095573641951803,0.926203942027519,0.7455628180470224
