Flow,Preci,Evatr,ShiftFac,FlowProb,PreciProb,EvatrProb
37.2939335063238,0.7935494888502305,2.020720867591665,1.0,0.015619648171517175,0.03365619686352228,0.4936086573784306
1810.7353279475815,3.7890990032879763,0.04237772675961909,0.9986666666666667,0.8661139761347967,0.5804692385636068,0.10936197137730863
592.9146176594093,2.0774465845835675,5.093513730332333,0.9973333333333333,0.2978089363549741,0.2762941173191338,0.9544927464037438
1162.5006799677922,2.8094566091333797,0.7920398061871987,0.996,0.7015945559457681,0.41552178845433896,0.22313996310067452
787.5125736239944,3.0791812744036395,1.1044865177953758,0.9946666666666667,0.40276627811652777,0.46920250839913,0.3432255529476709
1196.9118123901721,2.949416485179312,0.015248977937244113,0.9933333333333333,0.7148078556930846,0.44774152046957183,0.10396884411815499
820.2412616806338,2.126393395613574,1.8711851259466739,0.992,0.4619007376400097,0.29927351675353764,0.4354499038241306
1832.2634593155165,3.98363327654679,-0.013303923647409151,0.9906666666666667,0.8749868373422771,0.6459600954136353,0.059068744521872496
1861.0197474558424,3.73713602488435,2.3369886222185547,0.9893333333333333,0.8837234551986377,0.5786013026772525,0.5629838885623284
1232.9335615594518,5.125740434253788,3.9168545495386695,0.988,0.7284197353870325,0.9013625950622175,0.8051408153445208
636.2492756594763,1.2951129614687242,3.7882351035149435,0.9866666666666667,0.3149056030561932,0.09419540634642831,0.7895387799509677
2049.6274108523066,4.119871264334025,1.9843845655068288,0.9853333333333333,0.9593763584942872,0.7060413462953306,0.44677192392546616
2221.1312501830444,2.641237764896814,3.0778406755875576,0.984,0.9687445438757005,0.3944275797549468,0.7060415400026845
288.99644217168,5.137189109387143,4.241317228264994,0.9826666666666667,0.18114685941988684,0.9101133836763875,0.9350158748947688
325.84215964730805,1.662045183462375,0.5194291237139401,0.9813333333333333,0.24016139647594104,0.19578767109651696,0.17382243784245688
1572.3252983616574,0.269302486930251,2.3324570959920528,0.98,0.7958252787914366,0.011194557449776932,0.5605339076911042
2149.816026244079,4.033633985170559,-0.008205093715597477,0.9786666666666667,0.965235033803717,0.6849855054796972,0.09709483724349144
335.28475056163785,3.8858618816409365,-0.025525257238641814,0.9773333333333334,0.20213514251889841,0.6068287360470348,0.08589376968819518
2871.7451643949116,5.307893586396615,4.402010484138346,0.976,0.9951048569551089,0.9379753506274262,0.9095640408876875
1399.991706859089,3.588680333011801,2.3062901442911627,0.9746666666666667,0.768549123699581,0.5688343167017902,0.6230413829479737
831.3576657225926,2.867783912176411,2.023539527648254,0.9733333333333334,0.4852775433770735,0.4403250004299104,0.4863160893287215
